exercise_id,exercise_name,exercise_aliases,movement_pattern,equipment,primary_muscles,secondary_muscles,stabilizing_muscles,muscle_subdivisions_emphasized,stability_demand,skill_requirement,systemic_fatigue_cost,local_fatigue_cost,joint_stress_considerations,recommended_rep_range_low,recommended_rep_range_high,acceptable_rep_range_low,acceptable_rep_range_high,recommended_sets_per_session_low,recommended_sets_per_session_high,weekly_set_contribution,recommended_rir_low,recommended_rir_high,recommended_rest_seconds_low,recommended_rest_seconds_high,preferred_progression_model,load_increase_criteria,rep_increase_criteria,set_increase_criteria,regression_criteria,deload_criteria,technique_quality_criteria,range_of_motion_criteria,primary_progression_metric,secondary_progression_metrics,normal_performance_variability,stall_definition,substitution_triggers,suggested_substitutions,top_set_backoff_suitability,recommended_load_increment,recommended_evaluation_window_sessions,cutting_adjustment,bulking_adjustment,direct_exercise_evidence,evidence_quality,confidence_rating,supporting_study_ids,notes
ex_standing_calf_raise,Standing Calf Raise,straight knee calf raise,plantar_flexion,machine_or_free_weight,mg_calves_gastroc,mg_calves_soleus,local_joint_stabilizers,mg_calves_gastroc,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,15,5,25,2,6,1.0 to mg_calves_gastroc; 0.5 default to clearly loaded secondary muscles,0,3,75,180,double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_seated_calf_raise,Seated Calf Raise,bent knee calf raise,plantar_flexion,machine,mg_calves_soleus,mg_calves_gastroc,local_joint_stabilizers,mg_calves_soleus,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,30,2,6,1.0 to mg_calves_soleus; 0.5 default to clearly loaded secondary muscles,0,3,60,180,double_progression,All prescribed sets at 20 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_leg_press_calf_raise,Leg Press Calf Raise,calf press,plantar_flexion,leg_press,mg_calves_gastroc,mg_calves_soleus,local_joint_stabilizers,mg_calves_gastroc,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,30,2,6,1.0 to mg_calves_gastroc; 0.5 default to clearly loaded secondary muscles,0,3,60,180,double_progression,All prescribed sets at 20 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_incline_dumbbell_curl,Incline Dumbbell Curl,incline curl,elbow_flexion,dumbbells_and_bench,mg_biceps,mg_forearms,local_joint_stabilizers,mg_biceps,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,25,2,6,1.0 to mg_biceps; 0.5 default to clearly loaded secondary muscles,0,3,60,180,rep_first,All prescribed sets at 15 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_preacher_curl,Preacher Curl,ez bar preacher curl,elbow_flexion,preacher_bench_and_bar_or_machine,mg_biceps,mg_forearms,local_joint_stabilizers,mg_biceps,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,15,6,25,2,6,1.0 to mg_biceps; 0.5 default to clearly loaded secondary muscles,0,3,60,180,dynamic_double_progression,All prescribed sets at 15 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_cable_curl,Cable Curl,standing cable curl,elbow_flexion,cable,mg_biceps,mg_forearms,local_joint_stabilizers,mg_biceps,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",10,20,8,30,2,6,1.0 to mg_biceps; 0.5 default to clearly loaded secondary muscles,0,3,60,150,rep_first,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hammer_curl,Hammer Curl,neutral grip dumbbell curl,elbow_flexion,dumbbells,mg_biceps,mg_forearms,local_joint_stabilizers,mg_biceps,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,25,2,6,1.0 to mg_biceps; 0.5 default to clearly loaded secondary muscles,0,3,60,180,double_progression,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_cable_pushdown,Cable Triceps Pushdown,triceps pressdown,elbow_extension,cable,mg_triceps,,local_joint_stabilizers,mg_triceps,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,30,2,6,1.0 to mg_triceps; 0.5 default to clearly loaded secondary muscles,0,3,60,150,rep_first,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_overhead_cable_extension,Overhead Cable Triceps Extension,overhead triceps extension,elbow_extension,cable,mg_triceps,,local_joint_stabilizers,mg_triceps,moderate,moderate,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",10,20,8,30,2,6,1.0 to mg_triceps; 0.5 default to clearly loaded secondary muscles,0,3,60,180,rep_first,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_close_grip_bench_press,Close-Grip Bench Press,close grip bench,horizontal_push,barbell_and_bench,mg_triceps,mg_chest_sternal|mg_front_delts,trunk_and_joint_specific_stabilizers,mg_triceps,high,high,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",5,10,3,15,2,5,1.0 to mg_triceps; 0.5 default to clearly loaded secondary muscles,1,4,120,300,load_then_reps,All prescribed sets at 10 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,estimated_1rm_with_technique_gate,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_wrist_curl,Wrist Curl,forearm wrist curl,wrist_flexion,dumbbell_or_barbell,mg_forearms,,local_joint_stabilizers,mg_forearms,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",12,30,10,40,2,6,1.0 to mg_forearms; 0.5 default to clearly loaded secondary muscles,0,3,60,120,rep_first,All prescribed sets at 30 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_reverse_wrist_curl,Reverse Wrist Curl,wrist extension curl,wrist_extension,dumbbell_or_barbell,mg_forearms,,local_joint_stabilizers,mg_forearms,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",12,30,10,40,2,6,1.0 to mg_forearms; 0.5 default to clearly loaded secondary muscles,0,3,60,120,rep_first,All prescribed sets at 30 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_farmers_carry,Farmer's Carry,farmers walk,loaded_carry,dumbbells_or_trap_bar,mg_forearms,mg_traps_upper|mg_obliques,local_joint_stabilizers,mg_forearms,high,high,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",20,60,10,90,2,6,1.0 to mg_forearms; 0.5 default to clearly loaded secondary muscles,1,4,90,240,distance_then_load,All prescribed sets at 60 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Stable position, intended duration or path, no shortening to inflate performance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,load_distance_quality,load|repetitions|rir|range_of_motion|technique_quality,Treat approximately 2-5% e1RM or one rep as possible session noise; use multiple sessions.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,moderate,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_cable_crunch,Cable Crunch,kneeling cable crunch,spinal_flexion,cable,mg_abdominals,,local_joint_stabilizers,mg_abdominals,low,low,,moderate,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",8,20,6,30,2,6,1.0 to mg_abdominals; 0.5 default to clearly loaded secondary muscles,0,3,60,150,double_progression,All prescribed sets at 20 reps with target RIR and standardized execution for 1 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,usually_unnecessary_but_permissible,"smallest available increment, preferably <=5%",2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
ex_hanging_leg_raise,Hanging Leg Raise,hanging knee raise,spinal_flexion,pull_up_bar,mg_abdominals,mg_forearms,trunk_and_joint_specific_stabilizers,mg_abdominals,moderate,moderate,,high,"Use a pain-free joint path and individual setup; persistent joint pain is a substitution trigger, not a progression target.",6,20,4,30,2,5,1.0 to mg_abdominals; 0.5 default to clearly loaded secondary muscles,0,3,75,180,rom_then_reps,All prescribed sets at 20 reps with target RIR and standardized execution for 2 session(s),Add one repetition to the lowest-performing eligible set while technique and target RIR remain valid.,"Add one weekly set only after at least two weeks without meaningful progression, recovery is acceptable, and current sets retain quality.",Comparable performance below recent median beyond expected noise for 2 sessions,"Two or more repeated regressions plus fatigue indicators, or widespread multi-exercise decline; do not deload from one noisy session.","Repeatable setup and joint path; no new compensatory momentum; target muscle remains limiting before pain, grip, cardio, or balance.",Use the largest pain-free controlled ROM that preserves the intended joint path; ROM must be comparable before load/reps count as progression.,repetitions_at_load_and_rir,load|repetitions|rir|range_of_motion|technique_quality,One repetition or one small machine increment may be noise; use the defined confirmation window.,"No improvement in reps, load, RIR, ROM, or execution across 3 comparable sessions after recovery checks",Persistent pain; target muscle not limiting; equipment increments too coarse; repeated technical breakdown; or no progress across a full mesocycle despite recovery and adherence.,Use another exercise in the same movement pattern targeting the same primary muscle with lower joint or stability cost.,appropriate,1-5% or smallest practical increment,2,Retain load exposure and target RIR; accept slower progression and reduce low-value sets before reducing effort on all sets.,Do not force load jumps from calorie surplus alone; add volume only after performance and recovery support it.,false,movement_pattern_inference,low,stu_0004|stu_0005|stu_0007|stu_0009|stu_0010|stu_0011|stu_0030,Exercise prescription is inferred mainly from movement-pattern evidence and fatigue/measurement constraints; it is not proof that this exercise is uniquely hypertrophic.
